student_id,gender,study_hours_per_day,social_media_hours,part_time_job,attendance_percentage,sleep_hours,mental_health_rating,exam_score
S1461,Female,1.3,3.4,No,92.3,5,5,49.7
S1462,Male,4.9,2.6,Yes,66.1,7.6,4,80.9
S1463,Male,2.5,4.2,Yes,88.1,4.8,1,44.5
S1464,Male,6.3,3,Yes,73.1,6.9,5,85.3
S1465,Male,5.1,1.5,No,81,5.5,4,83.2
S1466,Female,2.8,4.2,No,90.3,6.1,10,59.7
S1467,Male,5.4,3.3,No,85.9,7.1,8,98.1
S1468,Female,3.6,2,No,76.5,7.1,2,66.8
S1469,Male,4.8,1.9,No,85.1,8.1,8,96.1
S1470,Female,4.2,2.9,No,69.7,6.4,1,60.4
S1471,Female,2.2,3.1,No,96.5,6.9,4,33.8
S1472,Female,2.5,2.7,No,82.9,6,3,56.1
S1473,Male,5,2.9,No,96.2,6.7,5,80.6
S1474,Male,3,4.5,Yes,79.7,7,5,52.6
S1475,Male,2.9,3.8,No,79.8,6.4,5,52.1
S1476,Female,2.1,2.7,No,77.4,4.3,4,39.9
S1477,Male,4.1,3.6,No,93.8,6.9,8,84
S1478,Female,6.6,1.3,No,77.9,6.9,3,97.7
S1479,Female,1.9,3,No,91.4,5.7,4,43.3
S1480,Male,3.5,4.7,Yes,81.2,5,1,55.9
S1481,Female,5.6,2.2,No,65.2,8.3,7,84.6
S1482,Male,3.4,1.5,No,79.3,7.1,1,67
S1483,Male,4.2,1.7,No,73.2,6.2,2,76
S1484,Female,1.9,1.2,No,85.3,5.1,7,56.9
S1485,Female,4.1,1.6,No,73.1,5.5,1,77.5
S1486,Female,3.2,2.1,No,94.3,8.1,3,69.4
S1487,Male,5,0.8,No,84.1,6.7,6,94.6
S1488,Male,5.3,2.5,Yes,83.2,5.8,6,93.4
S1489,Female,7.4,3.6,No,91.6,7.1,6,100
S1490,Female,4.4,1.4,No,94.6,5.5,2,63.6
S1491,Female,4,4.3,No,84.8,8.3,2,53
S1492,Male,3.8,3.1,No,77.3,8.1,6,67.8
S1493,Female,3,3.7,No,67.3,5.9,10,73.9
S1494,Male,4,1.7,No,78.1,5.7,5,66.5
S1495,Male,3.1,3.5,No,78.8,3.4,7,49.9
S1496,Female,3.8,1.2,No,86.1,4.7,7,73.9
S1497,Male,5.5,3.6,No,81.5,4.9,5,80.3
S1498,Female,2,2.7,No,91.9,6.7,8,71.7
S1499,Male,5.2,3.2,Yes,78.9,6.1,10,83.3
S1500,Male,5.5,1.1,No,84.4,4.9,6,84.5
S1501,Female,3.3,1.4,No,96.8,6.2,5,74.9
S1502,Female,0.3,3.2,No,88.4,7.1,4,34
S1503,Female,2.6,1.4,Yes,84.4,7.1,7,63
S1504,Female,5.4,3.1,No,79,4.2,4,77.9
S1505,Female,3.5,0.9,No,78.7,6.3,5,72.9
S1506,Female,2,3.5,No,76.5,4.8,5,53.2
S1507,Female,2.7,1,No,79.6,7.6,1,57.3
S1508,Male,4.8,3.2,No,92.6,7.4,1,76.6
S1509,Female,4.3,3.3,No,82.8,5.4,3,64.6
S1510,Male,3.1,1.7,Yes,71.5,5.6,3,51.1
S1511,Other,2.9,3.2,No,100,5.9,2,63
S1512,Female,2.9,2.8,No,88.2,3.8,2,61.6
S1513,Male,2.1,1.9,Yes,70.9,6.9,6,62.5
S1514,Female,5.9,1.3,No,80.6,6.2,1,87.1
S1515,Female,3,0.1,No,86.1,7.7,6,82.5
S1516,Male,5.3,2.9,No,100,5.2,5,80.9
S1517,Female,5.8,0.6,No,73.9,5.8,6,100
S1518,Female,5,2.6,No,94.8,4.7,5,79.6
S1519,Male,2.9,2.2,Yes,99,5.3,7,71.2
S1520,Female,4.1,3.3,Yes,78.7,5.1,1,62.7
S1521,Male,3.5,2.1,No,82.2,7.7,3,64.2
S1522,Female,2.1,2.1,No,74.6,5.7,6,44.1
S1523,Other,4,3.4,No,83,6.6,1,61.7
S1524,Female,1.7,2.9,No,84.6,6,7,39.9
S1525,Male,5.3,2.9,No,91.6,5,4,84.1
S1526,Female,2.8,3.1,No,95.9,6.3,3,40.7
S1527,Female,3.8,0.7,No,77.5,7.2,10,81.8
S1528,Male,3.9,3.4,No,65.3,5.1,9,77
S1529,Female,3.1,3.2,No,84.8,7.5,1,65.7
S1530,Male,4.4,1.3,No,87.9,5.5,8,80.9
S1531,Female,2.8,2.2,No,87.5,5.9,1,47.4
S1532,Male,4.8,2.5,Yes,81.7,7.1,5,83
S1533,Male,1.5,2.3,No,86.2,5.7,10,54.2
S1534,Male,3.7,2.9,No,100,6.5,8,82.5
S1535,Female,6.4,4.2,Yes,88.8,6.1,6,85
S1536,Male,2,3.8,No,81.3,6.7,7,40.4
S1537,Female,2.5,0.9,Yes,80,3.6,8,58.9
S1538,Male,4.3,3.2,No,83.3,4.3,6,67.5
S1539,Male,3.8,4.1,No,100,7.2,6,81
S1540,Female,4,3,No,83.2,7.7,6,74.7
S1541,Female,4.2,3.8,Yes,84.8,5.4,5,67.4
S1542,Male,4.5,4.9,No,80.2,6.2,8,72.2
S1543,Female,5.2,3.7,No,96,6.9,2,77.1
S1544,Female,4.1,2.8,No,100,7.3,7,87.9
S1545,Female,3.1,3.8,No,89.5,4.1,4,54.1
S1546,Male,4.5,2.7,Yes,85.8,5.4,1,62.9
S1547,Male,6.3,2.5,No,85.4,6.1,5,95.6
S1548,Female,3.3,2.1,No,61.2,7.3,3,67.1
S1549,Male,2,4.4,No,92.5,9.5,4,51.5
S1550,Female,5.2,1.5,Yes,86.3,6.2,7,97.9
S1551,Female,3.3,4.3,Yes,89.3,4.8,5,67
S1552,Female,0.2,3.1,Yes,77.9,7,4,31.5
S1553,Female,4.8,0.8,No,81.2,8.1,1,88
S1554,Other,2.7,2.9,No,80.9,6.6,6,53.4
S1555,Male,3.4,0,No,95.2,5.4,10,83.4
S1556,Female,4,3.3,No,81.2,7.6,6,79
S1557,Male,3.8,3.6,No,100,7.3,7,69.9
S1558,Male,4.6,1.8,No,89.3,5.3,1,60.1
S1559,Female,2.8,2.6,No,72.2,7,4,70.3
S1560,Female,4.3,4.8,Yes,83.7,7.7,9,79.8
S1561,Other,3.1,1.9,No,78.5,7.9,10,66.6
S1562,Female,4.6,1.2,No,63.1,6.4,6,91.7
S1563,Male,4.4,4.3,Yes,100,6.1,2,70.1
S1564,Male,2.1,4.9,No,92,8,4,61.5
S1565,Female,5.1,2.5,No,90.3,5,6,79.3
S1566,Male,2.7,3.7,No,86.7,7,4,63.9
S1567,Male,4.7,4.1,No,71.2,4.9,10,93.1
S1568,Male,4.1,1.6,No,80.2,7.8,7,89.8
S1569,Male,6.3,1.9,No,93.4,6.2,3,100
S1570,Male,3.2,4,No,74.5,8,6,61.8
S1571,Male,3,4.5,No,59.7,7.1,4,51.5
S1572,Male,3.5,3.2,No,82.7,5,3,60.4
S1573,Male,3,1.4,No,83.6,8.2,3,67.2
S1574,Other,4.7,4.9,No,86.4,8.4,2,89.6
S1575,Male,1.1,1.9,No,92.3,7.6,3,48.3
S1576,Male,1.9,2.1,No,91.4,5.6,10,61.7
S1577,Female,1.9,2.9,Yes,87.6,6.1,1,44.4
S1578,Male,4.9,4.4,Yes,97,6.7,3,77.2
S1579,Female,6.1,3.5,Yes,69.8,5.7,9,100
S1580,Female,3.3,3,No,90,8.5,4,73
S1581,Male,3.2,3.1,No,91.3,6.7,3,68.5
S1582,Male,3.6,2.6,No,72.6,3.3,8,61
S1583,Female,5.2,3.2,No,70,6.9,1,70.5
S1584,Female,2.1,0,No,77.5,6.1,5,52.5
S1585,Male,3.9,2.1,No,78.4,6.4,1,62.8
S1586,Female,5,2.8,Yes,92.5,6.1,7,83.5
S1587,Male,4.3,1.1,No,78.9,7.5,5,71.4
S1588,Other,3.8,3,No,76.4,7.8,2,61.5
S1589,Male,5,2.3,No,78.9,6.8,1,75.4
S1590,Female,0,4.6,No,96.2,6.1,7,42
S1591,Female,4.5,4.4,No,85.1,6.5,1,64
S1592,Female,2.5,1.9,Yes,83.2,6.5,3,60.1
S1593,Female,0.8,2.3,Yes,83.9,5.5,6,34.7
S1594,Male,4.3,2.4,Yes,97.9,7.2,6,88
S1595,Male,5.6,2,No,77.5,7.1,7,100
S1596,Male,3.3,2.7,No,98.2,8.3,1,66.1
S1597,Male,4.9,1.6,No,87.1,8,7,95.5
S1598,Female,5.9,1.1,Yes,83.4,5.7,2,86.4
S1599,Male,5.5,3.2,No,100,7.5,6,77.3
S1600,Male,6,3.3,No,74.4,5.4,8,90.2
S1601,Other,4.6,1.5,No,81.5,7.3,5,80.2
S1602,Female,3.6,3.6,No,72.7,5.9,10,72.9
S1603,Female,1.1,1.7,No,94.5,5.3,3,35.8
S1604,Other,3.1,2.8,No,100,6.8,8,72.8
S1605,Male,2.2,3.5,No,100,3.3,8,67.6
S1606,Male,6.8,2.5,No,97.2,4.4,4,93.1
S1607,Female,3.2,3,No,83,6.3,8,57.5
S1608,Female,3.7,1.9,No,81.3,6.6,5,61.1
S1609,Male,4.3,2.3,No,68.3,6.1,5,77.4
S1610,Female,3.6,2.3,No,100,4.6,3,69.6
S1611,Male,6,1.6,No,89.7,5.5,7,100
S1612,Male,2.6,2.3,No,80.1,7,9,69.3
S1613,Female,3.8,0.6,No,98.3,7.2,9,85.7
S1614,Female,2.4,1.9,No,75.3,6.5,1,53.9
S1615,Female,1.5,2.2,No,89.1,7.9,1,43.7
S1616,Male,2.6,2.2,No,83.3,7,10,79.3
S1617,Female,3.4,2.2,No,91.4,5.6,5,71.3
S1618,Male,2.9,2.4,No,84.4,6.2,1,61.4
S1619,Male,2.5,3.1,No,70.5,4.8,4,45.1
S1620,Female,1.4,3.5,No,85.8,6.4,1,39.8
S1621,Female,3.4,1.7,No,95.5,7.8,2,70.7
S1622,Female,1.2,1.1,No,84.7,7.3,2,35.6
S1623,Female,4.6,1.2,No,92.8,8.2,4,93
S1624,Female,3.6,1.9,No,74.5,6.1,8,83.2
S1625,Female,1.3,2.1,No,84.7,8.1,2,46.6
S1626,Male,3,1.6,No,78.8,6.3,9,70.8
S1627,Male,2.4,0.9,No,92.5,8.3,9,78.3
S1628,Male,4,2,No,85.3,6.5,2,70.7
S1629,Male,5.5,2.7,Yes,91.9,7.3,1,82.6
S1630,Female,0.7,3.2,No,95.9,8.3,10,50.3
S1631,Female,3.7,1.8,No,91.9,6.3,10,80.9
S1632,Male,3.3,2,No,87.7,6.8,9,75.4
S1633,Male,4.5,1.4,No,75,8,2,83.7
S1634,Female,3.8,2.5,No,85,6.3,8,76.8
S1635,Male,2.4,1.5,No,79.7,4.9,3,45.8
S1636,Female,3,3.2,No,81.6,9.1,1,58.4
S1637,Female,2.3,0.4,No,81.3,5.9,1,70.3
S1638,Female,5.1,2.1,Yes,75.2,6.7,10,99.4
S1639,Female,3.5,2.9,No,65.4,7.9,2,62.9
S1640,Female,6.4,2.7,Yes,78.3,5.8,7,98
S1641,Male,3.4,5.7,No,86.9,5.3,6,74.7
S1642,Female,2.4,2.9,No,71.5,6.8,2,50.4
S1643,Female,1.2,1.3,No,85.2,4.3,4,49.4
S1644,Male,0.8,2.4,No,100,6.2,2,35.3
S1645,Female,1.1,0.4,Yes,95.2,6.8,1,46.3
S1646,Female,3.9,2.4,No,100,6.2,3,68.4
S1647,Female,4.3,1.5,No,88.9,4.6,4,84.2
S1648,Female,1.1,3.6,No,96.7,8.4,10,54.6
S1649,Female,4.8,1.8,No,77.8,6.6,5,88
S1650,Female,2.8,2.4,No,78.6,8.2,5,61.5
S1651,Female,3.7,1.7,Yes,57.6,6.2,7,75.7
S1652,Female,5.9,4.6,No,96.9,5.4,10,100
S1653,Female,4.8,2.1,No,100,6.8,8,82.6
S1654,Female,3.1,4.7,No,79.5,6.2,9,71.5
S1655,Female,2.2,3.5,No,82.5,5.1,7,57.6
S1656,Male,0.3,3.1,Yes,77.5,8.3,5,36.1
S1657,Female,2.4,2.9,No,88.8,5.8,9,67.4
S1658,Female,3.2,3,Yes,96.2,4.3,8,74.8
S1659,Male,2,0.2,No,67.6,8.1,10,73.6
S1660,Female,3.3,2.2,No,89.1,5.9,9,79.5
S1661,Male,3.6,3.5,No,82.2,5.8,10,62.5
S1662,Male,3.2,2.4,No,86.1,4.4,8,76.3
S1663,Female,2.5,0.8,No,89.6,8.6,6,75.6
S1664,Male,3.8,2.4,No,83.1,5,4,64.4
S1665,Female,4.2,4.5,No,84,6.6,9,75.3
S1666,Female,1.9,4,Yes,82.9,7.6,9,50.4
S1667,Female,5.6,2.4,No,94.7,7,10,100
S1668,Male,3.4,3.6,No,89.2,6.4,10,76.4
S1669,Male,3.5,2.1,No,87.2,4.5,9,69.9
S1670,Female,4.6,0.5,No,72.3,5.5,10,88.9
S1671,Other,3.8,1.4,No,81.2,6.7,3,70.4
S1672,Female,4.9,4.4,No,94,5.6,3,69.4
S1673,Male,3.9,2.2,No,85.4,6.7,6,84.9
S1674,Female,2.6,2.2,No,91.6,7.3,6,63.6
S1675,Female,4,2.1,No,100,7.7,6,82.2
S1676,Female,1.8,4.8,No,95.4,5,5,37.4
S1677,Male,3.7,4.5,No,85.9,9.1,5,73.8
S1678,Female,3.5,5.2,Yes,79.9,7.4,2,53.4
S1679,Female,3.2,2.3,No,59.5,6.5,7,64.2
S1680,Other,3.3,2.9,No,83.3,7.8,4,70.4
S1681,Male,0.7,0.7,No,81.7,9.3,3,51.5
S1682,Female,2.7,4.3,No,88.9,4.8,8,53.4
S1683,Female,3.6,1.1,Yes,83.5,6.2,4,77.2
S1684,Male,3.7,2.8,No,81.8,3.6,4,59.8
S1685,Female,2,1.2,No,67.2,6.7,8,55.4
S1686,Female,5.4,1.8,Yes,75.6,6.9,1,69.9
S1687,Male,2.2,1.5,Yes,89.8,6.5,9,71.6
S1688,Male,5,1.8,No,100,5.7,7,92.9
S1689,Female,4.1,1.9,No,84,4,2,72.4
S1690,Male,2.5,1.8,Yes,88.3,6.9,6,70.5
S1691,Female,6.2,3.5,No,94.5,8.2,8,100
S1692,Male,1.7,1.2,No,76.9,5.8,5,37.4
S1693,Female,4.9,2.8,No,88.7,7,6,88.7
S1694,Male,5,4,No,77.6,4.6,10,88.6
S1695,Female,2.5,1.9,No,93.6,7,8,68.5
S1696,Other,5.6,1.6,No,86.5,6,6,100
S1697,Other,3.1,2.2,No,88,5.6,9,66.9
S1698,Female,3.9,3.9,No,77.2,5.6,9,71.5
S1699,Male,3.9,2.7,No,92.1,6,9,77.8
S1700,Female,3.3,1.9,No,100,7,6,67.7
S1701,Male,4.7,3.1,No,74.9,4.9,9,96.4
S1702,Male,4.7,1.2,No,81.6,6,3,83.1
S1703,Male,0.9,3.3,Yes,87.3,6.5,5,37.9
S1704,Female,5.5,3,No,92.9,5.2,2,76.3
S1705,Female,1,2.1,No,79.4,8.7,8,52.6
S1706,Female,5,1.5,No,56.7,5.5,4,83.6
S1707,Male,5.2,1.4,No,98.6,5.7,6,92
S1708,Male,1.9,3.1,No,92.6,5.3,6,53.2
S1709,Other,2.9,4,No,67.6,8.7,5,56.4
S1710,Male,1.8,1.7,No,78.9,7.2,1,58.1
S1711,Male,3.2,3.1,No,100,5.4,7,70.9
S1712,Male,3,0,Yes,99.5,7.8,10,98.7
S1713,Female,4.7,1.8,Yes,94.4,6.7,8,83.3
S1714,Female,5.5,2.5,No,83.2,6.8,1,80.6
S1715,Male,5.6,1.4,No,85.8,6.1,10,91.3
S1716,Male,2.7,1.4,No,83.7,5.6,7,63.5
S1717,Female,3.2,1.7,Yes,96.3,6.9,4,66.3
S1718,Female,1,2.9,No,76.2,5.8,6,49.9
S1719,Male,2.3,2.3,Yes,76.9,8.7,9,68.9
S1720,Female,4.9,0,Yes,95.1,5,5,94.2
S1721,Male,5.9,0,Yes,84.6,8.3,8,100
S1722,Male,1.6,1.8,No,98.8,6.4,5,58.6
S1723,Female,2.6,3,No,78.3,6.9,2,53.2
S1724,Male,3.5,0,No,84.5,7.5,4,70.5
S1725,Female,3.9,1.9,No,75.8,5.7,2,64
S1726,Male,2.3,1.9,Yes,85.1,7.5,7,77.4
S1727,Male,4.1,4.2,No,70.2,3.3,7,57.4
S1728,Other,2.8,2,No,80.1,5.6,3,59.9
S1729,Male,3.5,3,No,70.6,5.4,7,66.7
S1730,Female,4.3,2.7,Yes,91.9,5,1,58.4
S1731,Male,3.5,0,No,92.2,6.2,1,63.6
S1732,Male,2.8,3.4,No,67.7,7,9,62.6
S1733,Male,3.3,2.8,No,98.3,7.3,6,70.6
S1734,Female,3.4,3.1,No,100,6.8,5,75.2
S1735,Male,2.9,7.2,Yes,85.5,5.7,6,50.1
S1736,Female,3.1,0,No,78.6,6.9,6,72.8
S1737,Male,5.9,4.6,Yes,100,6.6,1,72.7
S1738,Other,4.3,2.2,No,71.8,7.6,5,76
S1739,Male,3.1,2.8,No,85.2,7.4,9,74.1
S1740,Female,4.5,2.4,Yes,86.8,6.5,4,79
S1741,Female,3,2,No,98.5,5.4,3,51.3
S1742,Female,5.3,1.8,No,88.6,5.7,1,71
S1743,Female,4.1,2.9,Yes,80,5.8,2,76.4
S1744,Female,3.3,0.7,No,75.5,6.1,3,52.6
S1745,Female,4.2,3.4,No,81.6,6.8,4,74
S1746,Male,1.1,2,No,74.9,7.4,7,42.6
S1747,Male,1.8,1.1,No,85.5,6.4,6,49.8
S1748,Female,1.7,2,No,79.4,6.5,8,45.7
S1749,Female,3.7,4,No,70.1,6.7,9,77.2
S1750,Female,6.1,1.9,No,97.6,5.9,6,98.5
S1751,Female,6.8,2.9,No,80,5.4,7,96.2
S1752,Male,4.5,1.6,Yes,72.3,4.4,4,71.3
S1753,Male,4.3,3.4,No,83.3,5.7,2,59.2
S1754,Female,0.8,3.3,No,85.7,7.1,9,51.8
S1755,Male,2.7,4.7,Yes,67.5,5.7,9,59.3
S1756,Male,2.3,2.3,No,88.3,6.2,4,58.5
S1757,Female,2.6,3.3,No,74.5,7.1,3,44.5
S1758,Male,3.2,2.6,No,100,7.1,10,75.4
S1759,Female,2.8,4.1,Yes,90.2,5.2,6,54.9
S1760,Male,0.5,1.6,Yes,81,7.7,3,30.2
S1761,Female,4.6,3.4,No,77.5,7.9,1,71.8
S1762,Male,1.9,2.3,No,84,5.1,4,51.8
S1763,Male,3.9,2.4,Yes,91.1,5.5,1,59.5
S1764,Male,6.6,2.6,No,84.7,7.9,2,96.6
S1765,Male,2.1,2.8,Yes,82.8,6.3,3,44.1
S1766,Male,0,2.4,No,85.6,3.8,8,30.5
S1767,Male,3.1,2.8,No,79,4.8,10,63.7
S1768,Female,5.2,4.4,No,81.6,6.2,4,74
S1769,Male,6.4,3.7,No,64.1,5.1,4,98.8
S1770,Female,1.7,3.5,No,94.7,6,10,53
S1771,Female,4.2,2,No,88,6.5,9,84.6
S1772,Female,2.8,1.4,No,77.3,8.3,7,73
S1773,Male,3.3,3.6,No,100,6.2,2,57.1
S1774,Female,7.5,3.6,Yes,85.9,7.8,3,100
S1775,Male,1.2,4.3,No,74.6,8.2,4,36.2
S1776,Male,3.9,1.8,No,93.6,8.2,4,65.6
S1777,Other,4.2,2.2,Yes,89,6.8,10,87.5
S1778,Male,5.1,0.5,No,88.9,4.1,8,100
S1779,Female,3.6,2,Yes,80.7,7.1,10,85.6
S1780,Female,4,3.7,No,89.5,7.8,10,89.4
S1781,Female,2.9,1.9,No,82.4,6.4,6,66.9
S1782,Female,3.9,3.3,Yes,90.6,8.6,3,56
S1783,Male,3,2.3,No,66,7.5,9,77.9
S1784,Male,4.4,2.9,No,80.7,7.2,10,91.3
S1785,Female,2.9,1.1,No,100,7.8,8,68.4
S1786,Male,4.1,2.6,No,77.3,6.9,9,85.3
S1787,Male,3.5,0,No,79,3.5,5,64.4
S1788,Male,5.2,2.3,No,80.5,5.9,3,82.8
S1789,Male,3.4,0.5,No,72.9,7.9,4,78
S1790,Male,0.8,3.9,No,62.9,5.5,5,31.5
S1791,Male,5.4,3.4,No,82.7,6.2,9,92.3
S1792,Female,2.1,3.1,No,86.4,5.2,9,50.1
S1793,Female,2.5,4.3,No,84.5,8.6,3,49.4
S1794,Female,2.6,1.4,No,83.6,8.5,7,80.3
S1795,Male,5.6,4.6,No,85.4,5.4,6,89.7
S1796,Male,0.3,3.6,No,95.2,6.7,4,33.6
S1797,Male,8.2,2.2,No,83.1,5.7,5,100
S1798,Female,5.1,3.9,No,79.3,7.2,10,90.6
S1799,Female,3.8,1.2,No,82.2,7.1,2,66.3
S1800,Male,3.4,1.5,No,90.8,7.5,7,86.1
S1801,Female,3.9,1.8,No,99.1,6.9,4,65.5
S1802,Male,4.3,1.9,No,78.7,10,2,82.9
S1803,Female,4.5,1.2,No,86,5.3,6,76.3
S1804,Female,4.3,4,Yes,88.4,4.4,2,59
S1805,Female,3.6,2.2,No,75.1,6,10,76.1
S1806,Female,3.2,2.9,No,85.2,4.6,2,40.3
S1807,Female,3.3,1.8,No,70.3,4.7,7,65.2
S1808,Male,3.2,0.3,Yes,67.3,5.3,1,43.9
S1809,Female,5.2,2.8,No,88.7,5.4,7,89.5
S1810,Male,4.4,0.2,No,81.2,5.4,10,80.7
S1811,Female,0,2.4,Yes,87,7.1,5,53
S1812,Female,4.5,0.9,No,84.8,5.9,1,70.6
S1813,Female,3.8,4.9,No,75.2,6.3,6,65.5
S1814,Male,3.5,3.6,No,84.5,7.6,7,75.1
S1815,Female,2.9,2.6,No,72.7,5.6,1,43.5
S1816,Female,5.2,4,No,98.9,6.2,9,80.6
S1817,Female,4.9,1.5,No,71.4,6.9,7,88.2
S1818,Male,2.3,3.2,No,83,4.2,1,48.5
S1819,Male,4.1,2.7,No,74.6,3.6,3,67.3
S1820,Male,2,2.8,No,90.7,6.9,5,50.7
S1821,Male,1.4,4,No,81.7,7.1,4,35.4
S1822,Female,2.6,3.4,No,79.8,9,2,49.1
S1823,Male,4.8,2.8,No,93.5,6.7,1,85.4
S1824,Other,4.9,0.5,No,85.3,7.5,4,83.9
S1825,Male,4.3,1.3,Yes,90.2,6.3,7,90.4
S1826,Male,4.6,2.4,No,75.2,6.9,4,87.8
S1827,Female,4.3,2.6,No,71,8.5,9,87.5
S1828,Female,2.5,1.1,No,86.1,4,8,58.2
S1829,Female,4.1,5.4,No,81.8,7,8,73.2
S1830,Female,4.7,4.3,No,91.3,9.1,5,83.5
S1831,Female,4.6,3.2,No,84.2,6.8,1,77.6
S1832,Male,5.3,2.6,Yes,87.1,8.5,9,98.4
S1833,Other,4.6,2.2,No,68.8,5.7,2,78.5
S1834,Other,4,1.4,Yes,100,6.5,6,81.1
S1835,Female,5.1,2.6,No,83.4,6.5,10,100
S1836,Male,3.5,2.8,No,92,3.8,5,58.7
S1837,Female,2.2,1,No,76.6,5.1,10,62.6
S1838,Male,3.3,2.9,No,88.1,5.2,8,60.3
S1839,Male,2.4,2.3,No,72,7.5,3,63.9
S1840,Male,2.5,0.2,Yes,89.5,7.5,6,80
S1841,Male,3.3,1.5,Yes,81.4,6.9,6,62.6
S1842,Female,2.3,2,No,85.3,7.5,10,71.4
S1843,Female,3,4.8,Yes,92,6.3,3,60.6
S1844,Female,0.7,3.2,Yes,72.7,7.9,7,47.2
S1845,Male,3.8,0.9,No,78.2,6.5,4,78.1
S1846,Male,3.5,3.1,No,89.6,6.6,5,75.5
S1847,Male,2.3,0.6,No,100,6.2,9,73.5
S1848,Other,4.5,3.8,No,83.6,7.3,6,74.6
S1849,Male,4.9,1.9,No,90.9,6,10,98.7
S1850,Female,1.1,2.4,No,83.9,7.7,4,49.2
S1851,Female,2.4,4.1,No,100,5.1,8,67.4
S1852,Male,2.3,1,No,67.5,5.2,9,72.5
S1853,Female,2.1,0.8,No,85.9,7.3,10,68.4
S1854,Female,4.7,1.8,No,68.7,6.4,5,70
S1855,Female,3.2,3.7,No,59.9,6,2,56.1
S1856,Female,3.1,0.7,Yes,88,7.6,6,81.5
S1857,Male,0.5,0,Yes,86.4,5.8,8,45
S1858,Male,4.5,2,Yes,82.2,6.3,5,84.4
S1859,Female,1.6,3.2,No,83.9,8.2,1,36.8
S1860,Female,3.6,3.9,No,100,8.3,8,65.6
S1861,Male,3.9,1.9,No,82.4,8.4,9,93.5
S1862,Female,5.5,2,No,90.1,6.2,1,93.7
S1863,Female,1.5,3.9,No,78.5,8,8,42.3
S1864,Female,0,0.3,Yes,88,5.4,10,53.3
S1865,Male,3.8,2,No,82.6,5.4,2,65.9
S1866,Female,6.2,2.7,No,80.9,3.7,4,87.9
S1867,Female,5.4,3,No,100,8.5,2,94.5
S1868,Male,3.8,1.9,No,96.8,5.5,2,77.8
S1869,Male,2.8,2.5,Yes,86.4,6.3,10,74.6
S1870,Other,4.7,0,Yes,62,5.4,3,67.5
S1871,Male,2,1.7,Yes,81.4,7.3,8,66.5
S1872,Female,4.2,3,No,100,6,4,78.4
S1873,Female,4.3,1.3,No,82.7,4.9,7,84.9
S1874,Male,5.1,2.6,No,96,7,10,96.6
S1875,Female,7.6,3,No,99.4,4.8,3,100
S1876,Male,4.1,2.1,No,87.2,5.5,10,83.1
S1877,Female,2.7,2.7,No,76.6,4,3,36.9
S1878,Male,3.5,1.3,Yes,60.6,4.8,2,60
S1879,Female,0.8,2.3,No,91.8,6.7,6,44.3
S1880,Male,2.5,3.2,No,76.9,4.1,6,41.6
S1881,Male,2.9,2.7,Yes,86.8,4.7,1,45.5
S1882,Other,2.7,1.8,No,72.5,6.5,7,68.2
S1883,Male,3.7,2.8,No,82.3,5.8,4,75.5
S1884,Female,2.3,3.4,No,85.3,8.9,3,40.9
S1885,Male,5.2,0,No,87.7,8.7,8,100
S1886,Female,3.5,3.9,No,73.9,5.5,2,65.6
S1887,Male,3.5,2.1,No,97,7.2,9,75.9
S1888,Other,3,3,Yes,79,7.4,8,69.8
S1889,Male,3.7,3.9,Yes,68.3,5.8,8,66.6
S1890,Male,4.7,0.9,Yes,83.9,4.7,3,84.5
S1891,Male,2.2,1.6,Yes,85.3,6.5,4,65.6
S1892,Male,2.5,2.2,No,86.6,6.3,2,46.8
S1893,Female,3,1.6,No,98.6,6,2,67.7
S1894,Male,1.5,4.6,Yes,82.6,7,4,45.4
S1895,Female,2.3,1.5,No,83.8,5.6,6,57
S1896,Male,2.8,1.8,Yes,74,5.1,5,58.4
S1897,Male,4.8,2.7,No,93.2,6.6,1,70.8
S1898,Female,3.9,1.1,No,86.8,7,10,75.7
S1899,Female,3.8,2,No,80.8,5.1,1,55.7
S1900,Male,4.8,2.9,No,66,7.6,6,82.1
S1901,Male,3.3,2.1,No,99.4,4.4,3,71.4
S1902,Male,4.1,2.4,No,72.7,5.8,3,66.7
S1903,Female,3.3,1.9,No,79.1,6.2,7,70.9
S1904,Female,3.9,0.7,Yes,88.6,5.7,1,73
S1905,Male,2.6,2.9,Yes,73,5.8,1,53.9
S1906,Female,0,4.6,Yes,70.1,8.7,10,43.4
S1907,Female,3.3,2.5,No,63.8,5.5,3,55.4
S1908,Female,5.6,2.8,Yes,92.2,9.4,8,100
S1909,Female,4.9,3.3,No,79.5,7,1,71.8
S1910,Male,4.9,1,No,100,6.6,10,89.2
S1911,Male,5.4,4.5,No,75.1,7.1,4,83.9
S1912,Male,3.6,2.7,No,75.8,9.5,9,89.1
S1913,Male,3.8,4.5,Yes,79.3,5.3,4,53.5
S1914,Female,2.6,1.6,Yes,87.4,5.2,10,72.9
S1915,Female,3,4.7,No,80.3,5.6,8,61
S1916,Male,4.4,3.4,No,91.1,6.5,7,69.1
S1917,Male,5.3,3.2,No,75.2,4.4,3,77.2
S1918,Male,3.3,2.8,Yes,71.2,6.5,7,71.9
S1919,Female,2.8,2.2,No,67,8.5,7,74.7
S1920,Male,3.5,3.9,Yes,62.8,6.7,10,74.5
S1921,Female,4.4,2.7,No,79.8,6.1,3,85.4
